product_id,product_name,category,cost_price,selling_price
PROD0263,Watch,Books,12796.83,17159.77
PROD0264,Coffee,Home,16913.81,20967.16
PROD0265,Perfume,Grocery,9690.0,12177.84
PROD0266,Backpack,Electronics,11517.5,18390.12
PROD0267,Watch,Electronics,19559.99,28287.72
PROD0268,Smartphone,Sports,11340.28,16541.04
PROD0269,Backpack,Home,14916.18,22743.86
PROD0270,Cooking Oil,Fashion,15987.26,22752.74
PROD0271,Keyboard,Beauty,12750.53,18225.62
PROD0272,Smartphone,Grocery,1988.42,2848.13
PROD0273,Cooking Oil,Beauty,15782.78,18387.16
PROD0274,Rice,Beauty,2671.67,4166.02
PROD0275,Face Wash,Grocery,8339.29,10343.7
PROD0276,Mouse,Grocery,10640.5,16610.56
PROD0277,Backpack,Beauty,18285.28,28797.2
PROD0278,Notebook,Electronics,17414.42,26328.94
PROD0279,Coffee,Home,2858.1,4529.87
PROD0280,Coffee,Electronics,16101.52,21167.04
PROD0281,Cooking Oil,Beauty,5325.95,6421.04
PROD0282,Coffee,Home,14992.78,19010.43
PROD0283,Shoes,Books,12789.06,16845.28
PROD0284,Face Wash,Grocery,549.24,850.17
PROD0285,Headphones,Beauty,18309.36,22879.66
PROD0286,Backpack,Beauty,16485.91,25705.23
PROD0287,Smartphone,Grocery,8195.5,9940.32
PROD0288,Shoes,Sports,19918.75,23947.4
PROD0289,Face Wash,Books,2756.5,3732.69
PROD0290,Novel,Beauty,11767.44,17380.15
PROD0291,Novel,Grocery,2025.48,2775.33
PROD0292,Notebook,Books,702.69,925.26
PROD0293,Monitor,Beauty,19013.58,29184.94
PROD0294,Cooking Oil,Electronics,7378.33,11478.93
PROD0295,Monitor,Home,7992.89,9874.53
PROD0296,T-Shirt,Beauty,16492.61,19646.87
PROD0297,Smartphone,Home,12807.88,20326.0
PROD0298,Perfume,Fashion,6703.51,10691.89
PROD0299,T-Shirt,Sports,1418.77,2120.1
PROD0300,Rice,Home,4358.23,6717.61
