product_id,product_name,category,cost_price,selling_price
PROD0226,Laptop,Beauty,17622.89,24110.23
PROD0227,Mouse,Grocery,12196.99,15339.96
PROD0228,Headphones,Fashion,11039.24,15438.52
PROD0229,Notebook,Electronics,19845.53,30975.27
PROD0230,Backpack,Sports,12971.81,15816.36
PROD0231,Football,Books,14122.96,18881.98
PROD0232,Coffee,Fashion,4912.43,6867.92
PROD0233,Keyboard,Home,18441.27,25425.13
PROD0234,Novel,Grocery,1442.71,2160.75
PROD0235,Laptop,Grocery,18688.26,25761.43
PROD0236,Perfume,Beauty,14534.72,22192.54
PROD0237,Face Wash,Books,9818.32,11947.6
PROD0238,Face Wash,Books,6935.22,9697.95
PROD0239,T-Shirt,Beauty,9134.13,11826.87
PROD0240,Novel,Electronics,4814.17,6365.95
PROD0241,Coffee,Books,6397.62,8718.93
PROD0242,Keyboard,Books,19768.86,29783.31
PROD0243,Perfume,Grocery,19298.25,23289.34
PROD0244,Notebook,Electronics,17400.52,26855.71
PROD0245,Keyboard,Books,10542.72,14291.9
PROD0246,Headphones,Books,17425.11,27644.6
PROD0247,Mixer Grinder,Beauty,15641.43,19853.05
PROD0248,Rice,Home,7979.79,9465.16
PROD0249,Rice,Beauty,13503.43,18771.52
PROD0250,Face Wash,Electronics,14388.41,21463.63
PROD0251,Backpack,Fashion,12368.32,15530.24
PROD0252,Monitor,Home,14947.99,20109.34
PROD0253,Notebook,Fashion,12693.27,19581.41
PROD0254,Smartphone,Grocery,13895.32,21628.63
PROD0255,Cooking Oil,Books,15933.06,20426.43
PROD0256,Perfume,Beauty,2954.12,4103.35
PROD0257,Headphones,Sports,15860.76,19453.11
PROD0258,Shoes,Books,17423.25,24895.55
PROD0259,Notebook,Beauty,18260.94,22176.14
PROD0260,Laptop,Home,5116.85,6472.29
PROD0261,Face Wash,Fashion,9331.8,11939.42
PROD0262,Perfume,Grocery,1523.54,2400.12
