order_id,customer_id,product_id,quantity,unit_price,total_amount,order_date,status,payment_method
ORD0003501,CUS000292,PROD0012,1,9251.35,9251.35,2025-02-13,Cancelled,Debit Card
ORD0003502,CUS000954,PROD0048,2,14248.87,28497.74,2025-08-25,Pending,COD
ORD0003503,CUS000117,PROD0052,3,22016.46,66049.38,2024-10-02,Delivered,UPI
ORD0003504,CUS000910,PROD0171,3,22219.95,66659.85,2025-03-23,Delivered,Debit Card
ORD0003505,CUS000597,PROD0296,2,19646.87,39293.74,2025-08-04,Delivered,Debit Card
ORD0003506,CUS000319,PROD0026,3,7086.68,21260.04,2024-12-03,Pending,COD
ORD0003507,CUS000958,PROD0041,5,28709.32,143546.6,2025-08-04,Pending,COD
ORD0003508,CUS000674,PROD0153,5,22366.91,111834.55,2025-03-23,Cancelled,Credit Card
ORD0003509,CUS000320,PROD0207,1,3398.25,3398.25,2026-02-28,Returned,Credit Card
ORD0003510,CUS000759,PROD0171,3,22219.95,66659.85,2026-04-27,Delivered,Debit Card
ORD0003511,CUS000972,PROD0036,1,22512.97,22512.97,2026-01-02,Pending,Credit Card
ORD0003512,CUS000044,PROD0055,4,24824.0,99296.0,2025-07-28,Returned,UPI
ORD0003513,CUS000110,PROD0208,5,21080.49,105402.45,2024-09-13,Cancelled,Debit Card
ORD0003514,CUS000084,PROD0288,2,23947.4,47894.8,2025-05-09,Cancelled,Debit Card
ORD0003515,CUS000718,PROD0095,5,19160.18,95800.9,2025-08-19,Delivered,Credit Card
ORD0003516,CUS000747,PROD0241,2,8718.93,17437.86,2026-02-05,Shipped,Debit Card
ORD0003517,CUS000418,PROD0261,2,11939.42,23878.84,2026-03-04,Delivered,COD
ORD0003518,CUS000814,PROD0140,5,15058.73,75293.65,2024-12-08,Shipped,Net Banking
ORD0003519,CUS000061,PROD0281,2,6421.04,12842.08,2025-09-26,Returned,Debit Card
ORD0003520,CUS000845,PROD0199,2,3030.83,6061.66,2024-08-06,Pending,UPI
ORD0003521,CUS000415,PROD0177,2,22167.8,44335.6,2025-02-26,Pending,Net Banking
ORD0003522,CUS000276,PROD0297,3,20326.0,60978.0,2026-03-16,Shipped,COD
ORD0003523,CUS000262,PROD0064,4,17603.07,70412.28,2024-10-29,Pending,Net Banking
ORD0003524,CUS000416,PROD0001,1,5794.04,5794.04,2025-12-24,Pending,Debit Card
ORD0003525,CUS000591,PROD0130,2,24503.36,49006.72,2024-10-25,Shipped,COD
ORD0003526,CUS000136,PROD0062,2,17541.43,35082.86,2025-04-13,Delivered,Debit Card
ORD0003527,CUS000749,PROD0128,1,18818.64,18818.64,2025-01-20,Delivered,Net Banking
ORD0003528,CUS000284,PROD0069,2,17017.02,34034.04,2024-08-16,Delivered,COD
ORD0003529,CUS000735,PROD0002,2,6294.38,12588.76,2026-05-04,Delivered,Credit Card
ORD0003530,CUS000350,PROD0212,1,6008.89,6008.89,2025-04-25,Shipped,Net Banking
ORD0003531,CUS000742,PROD0074,2,17460.63,34921.26,2024-08-21,Delivered,UPI
ORD0003532,CUS000388,PROD0167,4,4935.28,19741.12,2026-04-29,Pending,UPI
ORD0003533,CUS000879,PROD0228,2,15438.52,30877.04,2025-07-21,Shipped,Debit Card
ORD0003534,CUS000193,PROD0200,3,16144.1,48432.3,2024-08-28,Shipped,Net Banking
ORD0003535,CUS000448,PROD0251,3,15530.24,46590.72,2025-05-03,Delivered,UPI
ORD0003536,CUS000475,PROD0002,4,6294.38,25177.52,2025-07-31,Shipped,Credit Card
ORD0003537,CUS000537,PROD0031,4,19147.21,76588.84,2024-08-06,Cancelled,Debit Card
ORD0003538,CUS000903,PROD0212,1,6008.89,6008.89,2026-01-21,Cancelled,Debit Card
ORD0003539,CUS000182,PROD0146,3,16680.85,50042.55,2024-10-16,Returned,Credit Card
