order_id,customer_id,product_id,quantity,unit_price,total_amount,order_date,status,payment_method
ORD0004376,CUS000891,PROD0100,2,645.8,1291.6,2025-05-01,Delivered,COD
ORD0004377,CUS000897,PROD0211,3,1136.32,3408.96,2025-07-22,Shipped,Debit Card
ORD0004378,CUS000464,PROD0228,4,15438.52,61754.08,2026-04-30,Shipped,COD
ORD0004379,CUS000699,PROD0221,4,25845.36,103381.44,2026-07-13,Cancelled,Net Banking
ORD0004380,CUS000480,PROD0097,2,4727.95,9455.9,2025-05-19,Delivered,Credit Card
ORD0004381,CUS000662,PROD0143,1,12461.15,12461.15,2024-07-18,Delivered,UPI
ORD0004382,CUS000955,PROD0079,4,18717.68,74870.72,2026-02-19,Pending,Credit Card
ORD0004383,CUS000334,PROD0013,3,27010.49,81031.47,2026-03-10,Pending,Credit Card
ORD0004384,CUS000943,PROD0019,1,9143.37,9143.37,2025-07-09,Shipped,Net Banking
ORD0004385,CUS000068,PROD0092,2,17318.93,34637.86,2025-09-09,Cancelled,Debit Card
ORD0004386,CUS000679,PROD0164,4,13223.15,52892.6,2024-08-05,Shipped,Credit Card
ORD0004387,CUS000619,PROD0218,1,4350.83,4350.83,2026-04-23,Cancelled,Debit Card
ORD0004388,CUS000788,PROD0294,1,11478.93,11478.93,2025-11-20,Shipped,Net Banking
ORD0004389,CUS000507,PROD0271,1,18225.62,18225.62,2025-02-17,Shipped,Credit Card
ORD0004390,CUS000203,PROD0102,1,17085.4,17085.4,2025-03-13,Returned,COD
ORD0004391,CUS000727,PROD0178,3,18913.86,56741.58,2026-03-15,Shipped,COD
ORD0004392,CUS000929,PROD0201,2,1781.53,3563.06,2025-01-02,Delivered,COD
ORD0004393,CUS000744,PROD0096,5,19864.09,99320.45,2024-11-11,Returned,Debit Card
ORD0004394,CUS000737,PROD0177,2,22167.8,44335.6,2026-05-18,Cancelled,COD
ORD0004395,CUS000932,PROD0181,2,14431.04,28862.08,2025-07-04,Shipped,Debit Card
ORD0004396,CUS000656,PROD0087,2,287.57,575.14,2024-07-20,Returned,Debit Card
ORD0004397,CUS000618,PROD0098,5,1120.17,5600.85,2025-07-20,Pending,Debit Card
ORD0004398,CUS000373,PROD0001,3,5794.04,17382.12,2024-08-07,Returned,Debit Card
ORD0004399,CUS000133,PROD0182,2,7731.99,15463.98,2025-09-27,Shipped,Net Banking
ORD0004400,CUS000520,PROD0219,1,17649.86,17649.86,2025-01-16,Cancelled,Credit Card
ORD0004401,CUS000094,PROD0241,4,8718.93,34875.72,2025-08-22,Delivered,COD
ORD0004402,CUS000524,PROD0236,1,22192.54,22192.54,2024-10-01,Shipped,Net Banking
ORD0004403,CUS000783,PROD0255,1,20426.43,20426.43,2024-12-17,Pending,Debit Card
ORD0004404,CUS000040,PROD0103,4,22581.1,90324.4,2024-12-25,Delivered,Credit Card
ORD0004405,CUS000160,PROD0252,1,20109.34,20109.34,2024-08-08,Returned,Credit Card
ORD0004406,CUS000228,PROD0182,5,7731.99,38659.95,2025-09-29,Pending,COD
ORD0004407,CUS000987,PROD0094,1,25094.04,25094.04,2025-03-29,Returned,Net Banking
ORD0004408,CUS000881,PROD0135,5,2018.65,10093.25,2025-12-11,Cancelled,Net Banking
ORD0004409,CUS000333,PROD0245,2,14291.9,28583.8,2025-07-24,Returned,UPI
ORD0004410,CUS000215,PROD0068,2,3786.23,7572.46,2024-07-23,Shipped,Debit Card
