product_id,product_name,category,cost_price,selling_price
PROD0038,Mouse,Grocery,13212.03,20823.24
PROD0039,T-Shirt,Sports,10577.09,15050.85
PROD0040,Backpack,Books,15117.54,22078.27
PROD0041,Notebook,Sports,19903.23,28709.32
PROD0042,Headphones,Grocery,9057.15,11426.12
PROD0043,Perfume,Fashion,469.63,657.14
PROD0044,Smartphone,Fashion,193.46,284.1
PROD0045,Rice,Electronics,1394.64,1623.55
PROD0046,Football,Fashion,10307.41,13145.19
PROD0047,Perfume,Sports,10807.72,15946.88
PROD0048,Novel,Fashion,9479.79,14248.87
PROD0049,Cooking Oil,Books,1931.8,2794.43
PROD0050,Smartphone,Beauty,8251.49,12696.79
PROD0051,Smartphone,Books,13086.44,18854.69
PROD0052,Monitor,Fashion,14577.86,22016.46
PROD0053,Keyboard,Books,3872.22,5387.53
PROD0054,Headphones,Books,3710.59,5039.66
PROD0055,Monitor,Electronics,16170.04,24824.0
PROD0056,Laptop,Electronics,13060.29,18196.44
PROD0057,Mouse,Books,18531.02,28387.91
PROD0058,Coffee,Electronics,9738.54,12136.03
PROD0059,Coffee,Grocery,3334.51,3837.92
PROD0060,Backpack,Books,18534.04,27862.37
PROD0061,Face Wash,Beauty,13947.0,20623.81
PROD0062,Backpack,Fashion,14382.25,17541.43
PROD0063,Face Wash,Electronics,19375.75,27332.04
PROD0064,Perfume,Books,14972.11,17603.07
PROD0065,Mouse,Electronics,10081.87,15462.81
PROD0066,Mouse,Electronics,19217.54,22792.97
PROD0067,Shoes,Books,11920.95,17331.22
PROD0068,Shoes,Sports,2441.74,3786.23
PROD0069,Novel,Beauty,11910.66,17017.02
PROD0070,Watch,Fashion,11694.26,16199.5
PROD0071,Watch,Books,13411.03,17318.77
PROD0072,Notebook,Grocery,2661.02,3833.13
PROD0073,Laptop,Books,18583.92,29196.83
PROD0074,Monitor,Electronics,12442.13,17460.63
PROD0075,Keyboard,Grocery,10775.81,14845.27
